#key	name	year	genre	developer	players
Fire & Ice (Brazil) (En)	Fire And Ice	1995	Platform/Platform / Run & Jump Scrolling	Graftgold Creative Software	1
Flash, The (Europe, Brazil) (En)	The Flash	1993	Platform	Probe Software	1
Flintstones, The (Europe, Brazil) (En)	The Flintstones	1991	Platform	Tiertex	1
Forgotten Worlds (Europe, Brazil) (En)	Forgotten Worlds	1991	Shoot'em Up / Horizontal/Shoot'em Up	Sanritsu Denki	1
Fushigi no Oshiro Pit Pot (Japan) (En)	Fushigi no Oshiro Pit Pot	1985	Puzzle	SEGA	1
G-LOC - Air Battle (Europe, Brazil) (En)	G-LOC Air Battle	1991	Shooter / Plane, FPV/Simulation/Shooter	SEGA	1
Gain Ground (Europe, Brazil) (En)	Gain Ground	1991	Strategy	SEGA	1-2
Galactic Protector (Japan) (En)	Galactic Protector	1988	Shoot'em Up	SEGA	1-2
Galaxy Force (USA)	Galaxy Force	1989	Shooter / Plane, TPV/Shooter	SEGA AM2	1
Game de Check! Koutsuu Anzen (Japan) (Proto)	Game de Check! Koutsuu Anzen		Educational		
Gangster Town (USA, Europe, Brazil) (En)	Gangster Town	1987	Lightgun Shooter	SEGA	1-2
Gauntlet (Europe, Brazil) (En)	Gauntlet	1990	Shooter	Tiertex	1-2
Ghost House (USA, Europe, Brazil) (En)	Ghost House	1986	Platform	SEGA	1-2
Ghostbusters (USA, Europe, Brazil) (En)	Ghostbusters	1987	Platform	Compile	1
Ghouls'n Ghosts (USA, Europe, Brazil) (En)	Ghouls'n Ghosts	1991	Platform	Capcom	1
Global Defense (USA, Europe, Brazil) (En)	Global Defense	1987	Shoot'em Up	SEGA	1
Global Gladiators (Europe, Brazil) (En)	Global Gladiators	1993	Platform	Virgin Games	1
Golden Axe (USA, Europe, Brazil) (En)	Golden Axe	1989	Beat'em Up	Team Shinobi	1
Golden Axe Warrior (USA, Europe, Brazil) (En)	Golden Axe Warrior	1991	Role Playing Game	SEGA	1
Golfamania (Europe, Brazil) (En)	Golfamania	1990	Sports / Golf/Sports	Sanritsu Denki	1-4
Golvellius - Valley of Doom (USA, Europe, Brazil) (En)	Golvellius : Valley of Doom	1988	Adventure	Compile	1
GP Rider (Europe, Brazil) (En)	GP Rider	1993	Racing, Driving	SEGA	1-2
Great Baseball (USA, Europe)	Great Baseball	1987	Sports / Baseball/Sports	SEGA	1-2
Great Basketball (World)	Great Basketball	1987	Sports / Basketball/Sports	SEGA	1-2
Great Football (World)	Great Football	1987	Sports / Football (American)/Sports	SEGA	1-2
Great Golf (Japan) (En)	Great Golf	1986	Sports / Golf/Sports	SEGA	1-2
Great Golf (World)	Great Golf	1987	Sports / Golf/Sports	SEGA	1-4
Great Ice Hockey (Japan, USA) (En)	Great Ice Hockey	1987	Sports / Hockey/Sports	SEGA	1-2
Great Soccer (Europe)	Great Soccer	1985	Sports / Football (Soccer)/Sports	SEGA	1-2
Great Volleyball (USA, Europe, Brazil) (En)	Great Volleyball	1987	Sports / Volleyball/Sports	SEGA	1-2
Hang On & Astro Warrior (USA)	Hang-On & Astro Warrior	1986	Compilation/Racing, Driving	SEGA	1-2
Hang On & Safari Hunt (USA)	Hang-On & Safari Hunt	1986	Racing, Driving	SEGA	1
Hang On (Europe)	Hang-On	1986	Motorcycle race TPV/Racing, Driving	SEGA	1
Heroes of the Lance (Europe, Brazil) (En)	Heroes of the Lance	1991	Role Playing Game	Tiertex	1
High School! Kimengumi (Japan)	High School! Kimengumi	1986	Adventure	SEGA	1
Home Alone (Europe)	Home Alone	1993	Platform	Probe Entertainment	1
Hook (Europe) (Proto)	Hook	1992	Platform	Spidersoft	1
Hoshi wo Sagashite... (Japan)	Hoshi wo Sagasite...	1988	Adventure	SEGA	1
Impossible Mission (Europe, Brazil) (En)	Impossible Mission	1990	Platform	Epyx	1
Incredible Crash Dummies, The (Europe, Brazil) (En)	The Incredible Crash Dummies	1993	Platform	Teeny Weeny Games	1-2
Incredible Hulk, The (Europe, Brazil) (En)	The Incredible Hulk	1994	Platform	Probe Software	1
Indiana Jones and the Last Crusade (Europe, Brazil) (En)	Indiana Jones and the Last Crusade : The Action Game	1990	Platform	Tiertex	1
James 'Buster' Douglas Knockout Boxing (USA)	James 'Buster' Douglas Knockout Boxing	1990	Sports / Boxing/Sports	Sims	1-2
James Bond 007 - The Duel (Europe)	James Bond 007 : The Duel	1993	Platform	The Kremlin	1
James Pond 2 - Codename RoboCod (Europe, Brazil) (En)	James Pond 2 : Codename RoboCod	1991	Platform	Tiertex	1
Joe Montana Football (USA, Europe, Brazil) (En)	Joe Montana Football	1990	Sports / Football (American)/Sports	SEGA	1-2
Jungle Book, The (Europe, Brazil) (En)	The Jungle Book	1993	Platform	Syrox Developments	1
Jurassic Park (Europe, Brazil) (En)	Jurassic Park	1993	Platform	SEGA	1
Kenseiden (USA, Europe, Brazil) (En)	Kenseiden	1988	Platform	SEGA	1
King's Quest - Quest for the Crown (USA)	King's Quest : Quest for the Crown	1989	Adventure	Sierra	1
KLAX (Europe)	Klax	1991	Puzzle/Strategy	Tengen	1
Krusty's Fun House (Europe, Brazil) (En)	Krusty's Fun House	1993	Puzzle	The Black Team	1
