#key	synopsis
Mary Shelley's Frankenstein (USA)	Mary Shelley's Frankenstein est un jeu vidéo qui est basé sur le film de 1994 du même nom. Cette version inclut un jeu bonus: Bram Stoker's Dracula. Le joueur contrôle le monstre de Frankenstein alors qu'il ère dans les rues d'Ingolstadt, en Bavière, en 1793, cherchant à se venger d'un certain Victor pour l'avoir rejeter après l'avoir créé. Puisqu'il est un produit de fabrication artificielle, il est condamné et déclaré paria par les paysans et les soldats. Les gens ordinaires qui s'efforcent de tuer le monstre de Frankenstein sont très ignorants au sujet de la science moderne et croient qu'il est vraiment un démon. Le joueur utilise un bâton en bois pour repousser les ennemis. Le bâton que le monstre de Frankenstein porte peut être enflammé si il est balancé en direction du feu. Frankenstein a également une attaque supplémentaire; Une boule bleue d'énergie négative qui apparaît lorsque le joueur relâche le bouton. Les paysans dans le jeu peuvent soit être des hommes ou de femmes; Les soldats sont toujours des hommes. Les paysannes attaquent avec des pots tandis que les paysans mâles attaquent avec des armes de mêlée. Cependant, les soldats (habillés en rouge) attaquent le joueur avec des tirs de mousquets. Des puzzles simples impliquant des interrupteurs et des poulies doivent être résolus afin de progresser dans les niveaux.
Masked Rider, The - Kamen Rider ZO (USA)	The Masked Rider: Le Kamen Rider ZO, connu au Japon simplement sous le nom de Kamen Rider ZO (amen), est un jeu d'action pour le Mega-CD Sega. Il est basé sur le film de 1993 Kamen Rider ZO
Mega Schwarzschild (Japan)	Mega Schwarzschild est un portage modifié du jeu de stratégie Super Schwarzschild. Le système de combat a été repensé pour jouer en temps réel, plutôt que les escarmouches au tour par tour de la version PC Engine, mais les principaux éléments de stratégie et le scénario sont par ailleurs identiques à la version d'origine.
MegaRace (USA)	MegaRace sur Mega-CD est un jeu de courses futuriste où tous les coups sont permis pour arriver en tête. Le joueur choisit son bolide favori puis se lance dans une course effrénée dans les quatorze circuits du jeu répartis dans cinq environnements différents. Plusieurs armes sont accessibles et il est possible de ramasser des bonus le long du chemin. Le plus rapide et le plus féroce l'emportera.
Mickey Mania (Europe)	Mickey Mania (aussi appelé Mickey Mania : The Timeless Adventures of Mickey Mouse) sur Mega-CD est un jeu de plates-formes. Le joueur incarne Mickey Mouse dans sept niveaux inspirés des dessins animés les plus célèbres de son histoire.
Mickey Mania - The Timeless Adventures of Mickey Mouse (USA)	Mickey Mania (aussi appelé Mickey Mania : The Timeless Adventures of Mickey Mouse) sur Mega-CD est un jeu de plates-formes. Le joueur incarne Mickey Mouse dans sept niveaux inspirés des dessins animés les plus célèbres de son histoire.
Microcosm (USA)	Microcosm sur Mega-CD est un jeu d'action à la première personne qui se déroule dans un univers futuriste. En l'an 2051, deux compagnies se livrent une guerre sans merci pour le pouvoir suprême. Lorsque le président de l'une d'elle, Anton Korsby, se fait injecter un virus, le dernier recours est d'aller dans son corps pour détruire l'infection de l'intérieur. Le joueur devra retrouver son chemin tout en débarrassant les lieux des organismes malveillants et du virus qui domine le cerveau de Korsb
Midnight Raiders (USA)	Le jeu est principalement fait de FMV et de quick-time events. Vous incarnez Joker. Vous et votre équipe, Stryker, Sparks et Linus, obtenez l' ordre d'exécuter une mission top secrète. Malheureusement pour vous, la CIA ne veut pas de survivants. En volant des hélicoptères Apache AH-64, votre équipe débarque dans l'installation d'Al-Shakkur. Alors à pied, vous seul devez trouver et sauver un scientifique enlevé détenu quelque part à l'intérieure du complexe. Le professeur Victor Mensch détient (dans sa mémoire) la formule pour un nouveau gaz mortel. Tout repose entre vos mains. Mais attention! Les choses ne sont pas ce qu'elles semblent être...
Might and Magic III - Isles of Terra (Japan)	Might and Magic III : Isles of Terra est la suite de Might and Magic sur Mega-CD. Après avoir vaincu Sheltem dans le deuxième épisode, le groupe de six aventuriers constitué d'humains, nains, bêtes et elfes, devra aider Corak à exterminer Sheltem une fois pour toutes dans son propre monde appelé Terra. Le joueur dirige les six personnages en même temps et progresse dans les donjons remplis d'énigmes et d'informations à recueillir.
Mighty Morphin Power Rangers (USA)	Mighty Morphin Power Rangers sur Mega CD est un jeu de combat tiré de la série télévisée éponyme. Le joueur incarne l'un des combattants à culotte bariolée lors de combats contre les monstres de Rita. Au terme de l'affrontement, le monstre grandit. Une seconde phase débute alors où le joueur incarne Megazord.
Mortal Kombat (USA)	Battez vos adversaires pour défier le guerrier Shokan nommé Goro, champion du tournoi depuis plus de 500 ans. Adaptation du célébrissime jeu d'arcade, Mortal Kombat sur Mega-CD vous permet d'incarner 8 prétendants à la victoire finale, dont les protégés du seigneur Raiden, seuls remparts contre la menace qui pèse sur le Royaume de la Terre.
Mortal Kombat Kanzenban (Japan)	Battez vos adversaires pour défier le guerrier Shokan nommé Goro, champion du tournoi depuis plus de 500 ans. Adaptation du célébrissime jeu d'arcade, Mortal Kombat sur Mega-CD vous permet d'incarner 8 prétendants à la victoire finale, dont les protégés du seigneur Raiden, seuls remparts contre la menace qui pèse sur le Royaume de la Terre.
My Paint (USA)	My Paint : The Animated Paint Program sur Mega CD est un jeu de dessin et de coloriage. Deux modes sont proposés au joueur qui peut s'exprimer librement avec les options standards de la palette graphique (crayon, cercles, carrés, traits, spray...) ou se contenter de faire du remplissage en partant de dessins sans couleur. Le joueur peut également donner vie à ses chefs-d'oeuvre en les agrémentant d'icônes animées.
NBA Jam (USA)	NBA Jam sur Mega-CD est le premier jeu de basket à proposer de jouer avec des joueurs professionnels mais avec les règles de la rue. Les matches se disputent donc en deux contre deux et les fautes sont presque absentes. En revanche, les actions sont volontairement irréalistes, afin de pouvoir admirer ses stars de NBA préférées réaliser des dunks de plusieurs mètres de hauteur, tout en faisant des figures spectaculaires.
NFL Football Trivia Challenge (USA)	NFL Football Trivia Challenge est un jeu-questionnaire avec la licence de la Ligue nationale de football. Chaque joueur peut choisir son équipe préférée pour jouer avec. Les commentateurs TV Pat Summerall et Tom Bookshier décrivent diverses situations de jeu accompagnées de 1200 images et 300 clips en FMV. 1500 questions à choix multiples attendent une réponse dans le jeu. Pour chaque bonne réponse, le joueur gagne du métrage dans le jeu et augmente ses chances de marquer un point. Le joueur avec le plus de points après 60 questions remporte la partie. Il y a trois niveaux de difficulté différents pour jouer.
NFL's Greatest - San Francisco vs. Dallas 1978-1993 (USA)	Les plus grandes stars des &quot;Cowboys&quot; et des &quot;49ers&quot; des années 70, 80 et 90 en un seul jeu. Staubach, Dorsett, «Too Tall» Jones, Aikman, Irvin, Smith - incarnez ces joueurs et foulez le terrain contre Montana, Lott, Clark, Rice, Watters, Young - pour n'en nommer que quelques-uns! Vous choisissez le quarterback, &quot;call the plays&quot; - puis regardez l'action se dérouler en couleur TruVideo! Imaginez Tony Dorsett et Troy Aikman en milieu offensif, ou Steve Young frappant Dwight Clark avec un touchdown, ou &quot;Too Tall&quot; Jones poursuivant Young - c'est possible! 15 ans d'images réelles de football de la &quot;NFL Films Library&quot; avec le son et la technologie dernier cri de la Sega CD.
NHL '94 (USA)	NHL '94 est un jeu de hockey sur glace sur Mega-CD. Choisissez votre équipe favorite grâce à la licence officielle de la National Hockey League (saison 1993-1994) et faites-la entrer dans l'histoire. Trois modes de jeu sont disponibles : &quot;Regular Season&quot;, &quot;Playoffs&quot; et &quot;Shootout&quot; qui permet de s'entraîner aux tirs aux buts. De nouvelles animations ont été ajoutées et il est désormais possible de contrôler le gardien pendant le match.
NHL Hockey '94 (Europe)	NHL '94 est un jeu de hockey sur glace sur Mega-CD. Choisissez votre équipe favorite grâce à la licence officielle de la National Hockey League (saison 1993-1994) et faites-la entrer dans l'histoire. Trois modes de jeu sont disponibles : &quot;Regular Season&quot;, &quot;Playoffs&quot; et &quot;Shootout&quot; qui permet de s'entraîner aux tirs aux buts. De nouvelles animations ont été ajoutées et il est désormais possible de contrôler le gardien pendant le match.
Night Striker (Japan, Korea)	Voici l'adaptation de Night Striker, sorti d'abord en 1989 sur borne d'arcade et qui fit le bonheur des amateurs de tube shooter futuristes. Aux commandes de votre hovercraft, préparez-vous à affronter moult ennemis terrestres ou aériens avec bien sur les classiques boss en fin de niveaux. A l'instar d'un Darius vous pourrez aussi choisir votre chemin (deux possibilités) symbolisé par des lettres.
Night Trap (USA) (Disc 1)	Night Trap sur Mega-CD est un jeu d'aventure qui se déroule comme un film interactif. Le joueur incarne un agent du S.C.A.T. et doit protéger 5 jeunes filles d'une horde de vampires à l'intérieur d'une maison. Il faut tendre un maximum de pièges et surveiller en permanence l'action à l'aide des caméras de surveillance pour arrêter les buveurs de sang. De vrais acteurs sont présents pour les scènes cinématiques du jeu.
Ninja Warriors, The (Japan)	Le tyran Benglar se sert de son pouvoir pour laver le cerveau de tous ses prisonniers, et il semble désormais invincible. Cependant, la Résistance a trouvé une nouvelle arme, des machines capables de penser et de combattre : les Ninjas Warriors. Dans le beat'em all The Ninja Warriors sur Mega-CD, le joueur peut choisir parmi 3 héros : Ninja, Kunoichi ou Kamaitachi. Chacun se joue différemment et possède une super-attaque personnelle.
Nobunaga no Yabou - Haouden (Japan)	Nobunaga no Yabou: Haouden (&quot;L'ambition de Nobunaga: Le conte du conquérant&quot;) est un simulateur de stratégie de Koei et le cinquième de leur série phare &quot;Nobunaga's Ambition&quot; (simulations féodales de l'époque Sengoku). Une fois encore, le joueur assume l'un des daimyos, y compris Oda Nobunaga lui-même, et tente de s'emparer du reste du Japon.
Nostalgia 1907 - In North Atlantic Sea (Japan)	Nostalgia 1907 est un jeu d'aventure sorti sur Mega-CD et qui nous renvoie à l'époque des années 10, en 1907 très exactement, époque connue sous le nom de l'Age des Hommes. Le joueur doit explorer l'environnement de cette époque, tout en se plongeant dans l'histoire afin de résoudre l'intrigue proposée. Pas facile sachant que le jeu est uniquement disponible en japonais !
Novastorm (USA)	Novastorm sur Mega-CD est un shoot'em up spatial dans lequel le joueur pilote son vaisseau alors que la caméra est en vue de dos. Le but est de détruire tous les ennemis qui se présentent tout en évitant les différents obstacles de l'environnement.
Panic! (USA) (RE)	Panic ! (intitulé Switch ! au Japon) sur Mega CD est un jeu de réflexion à l'univers décalé. Un Virus informatique a corrompu l'intégralité du réseau mondial mais un programme appelé Panic a été créé pour contrer le virus. Le joueur incarne Slap, un garçon en charge de prendre les commandes du programme Panic et de remettre le réseau en ordre.
Pier Solar and the Great Architects - The Definitive Original Soundtrack (Europe) (Disc 4) (Enhanced Soundtrack Disc)	En utilisant l'extension Mega-CD/Sega CD pour le Mega Drive/Genesis, vous pouvez améliorer votre expérience de jeu sur Pier Solar grâce à la bande sonore hi-fi et aux effets sonores ambiants du disque optionnel Enhanced Soundtrack Disc, qui crée une atmosphère plus riche avec une plus grande intensité émotionnelle.
Pier Solar and the Great Architects Enhanced Soundtrack Disc (USA)	En utilisant l'extension Mega-CD/Sega CD pour le Mega Drive/Genesis, vous pouvez améliorer votre expérience de jeu sur Pier Solar grâce à la bande sonore hi-fi et aux effets sonores ambiants du disque optionnel Enhanced Soundtrack Disc, qui crée une atmosphère plus riche avec une plus grande intensité émotionnelle.
Pitfall - The Mayan Adventure (USA)	Pitfall sur Mega CD est un jeu de plates-formes. Le joueur incarne Pitfall Harry, un explorateur qui doit évoluer dans la jungle en évitant toutes sortes d'obstacles tels que sables mouvants, serpents, tapirs, singes, jaguars, etc. Il peut éviter les trous, sauter par dessus les obstacles, rebondir sur les toiles d'araignées, se balancer de liane en liane et attraper d'autres lianes élastiques qui lui permettent de monter verticalement.
Popful Mail (USA) (RE)	Popful Mail est un jeu d'action sur Mega-CD. Situé dans un monde fantastique, vous incarnez Popful Mail. Vous attrapez un criminel mais pas de chance celui-ci s'enfuit et vous ne pouvez réclamer aucune prime. Frustré, une fois de plus, vous prenez la route du prochain village, où vous vous rendez compte avec stupeur que votre propre tête est mise à prix. Afin d'échapper aux chasseurs de têtes, vous vous lancez dans une grande aventure.
PopfulMail (Japan)	Popful Mail est un jeu d'action sur Mega-CD. Situé dans un monde fantastique, vous incarnez Popful Mail. Vous attrapez un criminel mais pas de chance celui-ci s'enfuit et vous ne pouvez réclamer aucune prime. Frustré, une fois de plus, vous prenez la route du prochain village, où vous vous rendez compte avec stupeur que votre propre tête est mise à prix. Afin d'échapper aux chasseurs de têtes, vous vous lancez dans une grande aventure.
Power Factory (USA)	Dans Power Factory featuring C+C Music Factory, votre mission est de monter en temps réel trois clips pour le groupe C + C. Pour cela, vous verrez trois pistes vidéo défiler et vous devrez à la volée sélectionner la piste appropriée suivant la demande de votre patron. Il vous sera aussi possible d'ajouter des effets sur les images pour tenter de plaire à Clivillès et Cole.
Power Monger (USA)	PowerMonger est un jeu de stratégie sur Mega CD. Vous incarnez un seigneur qui a été dépossédé et devez tout faire pour reconquérir vos territoires d'antan. Il faudra guider votre peuple au mieux et vous développer dans différents domaines : économie, invention ou encore diplomatie. D'autres seigneurs sont présents sur la carte. A vous de les détruire ou de les prendre comme alliés.
PowerMonger (Europe)	PowerMonger est un jeu de stratégie sur Mega CD. Vous incarnez un seigneur qui a été dépossédé et devez tout faire pour reconquérir vos territoires d'antan. Il faudra guider votre peuple au mieux et vous développer dans différents domaines : économie, invention ou encore diplomatie. D'autres seigneurs sont présents sur la carte. A vous de les détruire ou de les prendre comme alliés.
Prince of Persia (USA)	Prince of Persia sur Mega CD est un jeu de plates-formes se déroulant dans le Moyen-Orient. Le joueur contrôle le Prince de Perse qui peut marcher, courir, se baisser, sauter, s'accrocher, et combattre à l'épée. Le but est de terminer tous les niveaux pour libérer la princesse dans le temps imparti, c'est-à-dire une heure. Chaque niveau consiste en un donjon de plus en plus grand et parsemé d'embûches (précipices, dalles se dérobant sous les pieds, pics sortant du sol).
Prize Fighter (USA) (Disc 1)	Prize Fighter est un jeu de boxe sur Mega-CD. Entraînez-vous, suivez une évolution progressive de votre personnage et devenez le meilleur boxeur de tous les temps. Le titre vous propose différents modes de jeu pour vous aguerrir et gagner de l'expérience pour vos combats. Faites les bons choix et les sacrifices nécessaires pour accéder à l'élite mondiale.
Pro Yakyuu Super League CD (Japan)	Pro Yakyuu Super League CD est un jeu de base-ball pour Mega-CD. Le titre vous permet de revivre toute la saison 91 grâce à une base de données regroupant toutes les équipes et tous les joueurs de cette année-là.
Psychic Detective Series Vol. 3 - Aya (Japan)	Un jeu de détective privé où il va falloir faire preuve de perspicacité et d'observation pour avancer dans sa quête. Vous serez amené à bavarder pour soutirer quelques indices, observer les pièces et les objets à la découverte de détails, ramasser et utiliser des instruments pour continuer l'aventure.
Psychic Detective Series Vol. 4 - Orgel (Japan)	Un jeu de détective privé où il va falloir faire preuve de perspicacité et d'observation pour avancer dans sa quête. Vous serez amené à bavarder pour soutirer quelques indices, observer les pièces et les objets à la découverte de détails, ramasser et utiliser des instruments pour continuer l'aventure.
Puggsy (USA)	Puggsy est un jeu de plates-formes sur Mega-CD combinant des séquences d'action et des énigmes. Le joueur contrôle une créature qui a écrasé son vaisseau spatial sur une planète inconnue. Puggsy doit donc explorer les différents environnements et trouver un vaisseau en état de marche pour être en mesure de rentrer chez lui.
Quiz Scramble Special (Japan) (Rev B)	Un vieux docteur fou a réussi à téléporter sa maison à l'autre bout de la planète, avec lui et sa fille à l'intérieur! Ils sont en sécurité, mais le téléporteur est complètement hors tension. Le téléporteur est alimenté par la connaissance, et le seul moyen de le recharger est de communiquer avec la faune locale et de répondre à leurs questions triviales!
Quiz Tonosama no Yabou (Japan)	Dans un Japon féodal divisé par la gouvernance des daimyo (seigneurs locaux) vous choisissez votre fief et partez affronter les autres seigneurs afin de prendre leurs territoires et ainsi régner sur tout le pays. Pour y parvenir vous devrez combattre avec votre tête ! Choisissez vos catégories (musique, animé, sport, etc...) et répondez aux questions, le vainqueur s'accaparera le comté du perdant. Un peu à la manière du jeu Risk, ce quizz fera travailler vos méninges pour prendre le contrôle total du Japon. Mais il y a un hic : c'est tout en japonais.
Racing Aces (USA)	Au terme de la Guerre Froide, les constructeurs d'avions de chasse inventent un nouveau sport : les grands prix aériens. Dans Racing Aces, le joueur prend alors les commandes d'avions des Première et Seconde Guerres mondiales ainsi que des chasseurs modernes dans des courses à basse altitude.
Radical Rex (USA)	Sauvez les dinosaures de l'extinction dans Radical Rex sur Mega-CD. Le sorcier Sethron a lancé un sort aux dinosaures afin qu'ils se battent entre eux jusqu'à leur disparition qui laissera place aux mammifères. Vous contrôlez Rex, un dinosaure qui tente de survivre à l'agressivité de ses copngénères, causée par le sort maléfique. Il peut se déplacer en skate et pour combattre, il crache du feu, donne des coups de poing et pousse un cri qui détruit tout à l'écran.
Ranma 1-2 - Byakuranaika (Japan)	Ranma 1/2 : White Orchid Serenade sur Mega-CD propose un roman vidéo avec une interaction du joueur basée sur le pierre-feuille-ciseau. Les combats se déroulent de la même manière puisque vous aurez à choisir entre trois propositions pour espérer vaincre votre adversaire.
RDF - Global Conflict (USA)	Utilisant une combinaison palpitante de rendu 3D et d'action de combat explosive, RDF: GLOBAL CONFLICT est une expérience multimédia interactive qui pousse le système Sega CD à ses limites! En tant que commandant de char du RDF (Rapid Deployment Force) - la Force de Déploiement Rapide d'élite - vous testerez votre aptitude au combat dans un monde virtuel réaliste, depuis la campagne déchirée par la guerre en Europe de l'Est jusqu'à la toundra désolée de l'Alaska! Mais attention! Un génie maléfique peut constituer une menace non seulement pour votre unité, mais pour toute l'humanité!
Record of Lodoss War (Japan)	Lodoss-tou Senki présente les aventures du protagoniste Parn, de son meilleur ami Etoh et de l'elfe Deedlit. Dans les systèmes d'exploration et de combat, il brise un paradigme en abandonnant la navigation libre sur la carte et les combats aléatoires au profit d'un parcours plus linéaire et d'affrontements prédéfinis.
Revenge of the Ninja (USA)	L'histoire a lieu au Japon, vous incarnez Hayate, un jeune guerrier ninja en devenir et prêt à arrêter le démon Lougi et son armée de goules et gobelins. Vous souhaitez venger la mort de votre père ainsi que l'empereur et sauver votre petite amie des griffes du démon et mettre fin à la terreur sur vos terres. Quelques-uns des ennemis que vous affrontez sont Marco Killmore (un demi-homme, demi guerrier samouraï d'aigle), Zallen (un guerrier samouraï déshonoré pour détruire Hayate), Vengor (un caractère de type Shiva de pierre), Desfal (une femme médusée) , Le Destructeur MPK (une collection possédée d'armure samouraï) et bien sûr le chevalier samouraï démon lui-même, Lougi. Pour jouer au jeu, vous devez réaliser des quick-time events à la manière de Dragon's Lair et Space Ace. Il ya trois niveaux de difficulté, chacun vous donnant un certain temps pour appuyer sur les boutons.
Revengers of Vengeance (USA)	Par l'introduction on est en droit d'attendre un RPG vu que tous les éléments de l'heroic fantasy sont réunis : châteaux, dragons, lutins, ogres, elfes, chevaliers... et bien pas du tout ! Ces personnages sont tous de valeureux combattants que vous devrez affronter en combat singulier. Dès que le combat commence, la déception nous gagne : les graphismes sont moyens mais passent encore, le plus gros défaut restant la jouabilité. En effet, l'animation est catastrophique, les déplacements et les coups sont d'une rare lenteur, les prises spéciales ne sortent vraiment pas facilement, bref tout ce qui peut gâcher le plaisir pour ce genre de jeu. Si l'idée de base partait d'un bon sentiment, le résultat est un échec, dommage car l'intro nous laissait présager de bons moments, tant pis !
Rise of the Dragon (USA)	Rise of the Dragon est un jeu d'aventure sur Mega-CD. Dans un univers à la Blade Runner, vous enquêtez sur un sombre virus qui fait muter les gens en d'horribles créatures, et les tue. Vous parcourez donc les rues à la recherche d'indices, et vous parlez à un grand nombre de personnes pour faire avancer votre enquête.
Rise of the Dragon - A Blade Hunter Mystery (Japan)	Rise of the Dragon est un jeu d'aventure sur Mega-CD. Dans un univers à la Blade Runner, vous enquêtez sur un sombre virus qui fait muter les gens en d'horribles créatures, et les tue. Vous parcourez donc les rues à la recherche d'indices, et vous parlez à un grand nombre de personnes pour faire avancer votre enquête.
Road Avenger (USA)	Road Avenger est un jeu de courses sur Mega-CD. Le titre se présente sous la forme d'un dessin animé interactif dans lequel vous devez appuyer au bon moment sur la bonne touche. Tout est histoire de vengeance... Vous incarnez un jeune homme dont la compagne a été tuée par un gang de chauffards. Vous partez donc à leur recherche et les traquez jusqu'à leur dernier souffle.
Road Blaster FX (Japan)	Road Avenger est un jeu de courses sur Mega-CD. Le titre se présente sous la forme d'un dessin animé interactif dans lequel vous devez appuyer au bon moment sur la bonne touche. Tout est histoire de vengeance... Vous incarnez un jeune homme dont la compagne a été tuée par un gang de chauffards. Vous partez donc à leur recherche et les traquez jusqu'à leur dernier souffle.
Road Rash (USA)	Road Rash sur Mega-CD est un jeu de motos qui sort des sentiers battus. Vous disputez des courses sur le continent américain, le plus souvent sur route, où vous avez la possibilité d'infliger les pires crasses à vos opposants. Les victoires vous rapporteront de l'argent qui vous permettra de vous payer une moto plus puissante.
Robo Aleste (USA)	Robo Aleste sur Mega-CD est un shoot'em up se déroulant dans le pays du soleil levant. L'histoire débute lorsque le clan Oda, ravagé par les seigneurs de guerre Chugoko, décide de prendre sa revanche grâce à une arme secrète. Le joueur dirige un robot de guerre dans ce shoot'em up où chaque niveau se ponctue par un affrontement face à un boss.
Samurai Shodown (USA) (RE)	Samurai Shodown est un jeu de combat se déroulant au XVIIIème siècle au Japon. Le titre intègre des modifications par rapport aux classiques du genre telles que l'utilisation d'armes blanches, un système de zoom ainsi qu'une jauge POW se remplissant au fil du combat et débloquant des attaques puissantes.
San Diego Zoo Presents... The Animals!, The (USA)	Ce &quot;jeu&quot; vous permet de voir et d'entendre plus de 200 mammifères exotiques mais aussi des oiseaux et des reptiles dans plus de 60 minutes de séquences vidéo. Des informations le plus complet à ce jour sur nos voisins les animaux en provenance des experts à la renommée mondiale du zoo de San Diego. Sur la carte, cliquez sur un habitat et vous avez instantanément les animaux qui vivent dans l'une des principales zones climatiques de la Terre, comprenant : les forêts tropicales, les déserts, la savanes, ou la toundra. Montez à bord de l'autobus multimédia pour une visite des espèces sauvages menacées.
Sangokushi III (Japan)	Romance of the Three Kingdoms III : Dragon of Destiny sur Mega-CD est un jeu de stratégie prenant place dans la Chine ancienne. Le but est de conquérir le plus de territoire possible pour devenir le nouvel empereur. Le système de jeu repose essentiellement sur des tableaux et des statistiques ainsi que sur des plans fixes pour la narration.
Secret of Monkey Island, The (USA) (RE)	The Secret of Monkey Island nous entraîne dans une grande aventure en compagnie de l'apprenti pirate Guybrush Threepwood. Au fil d'une histoire remplie d'humour et de situations cocasses, Guybrush devra notamment faire ses preuves dans un combat d'insultes avant de tenter de percer le mystère de la fameuse Ile aux Singes.
Sega Classic Arcade Collection - Limited Edition (Japan)	Sega Classics Arcade Collection 4-in-1 sur Mega CD est une compilation rassemblant quatre portages de jeux Megadrive : le puzzle-game Columns, le jeu d'action The Revenge of Shinobi et les beat'em all Golden Axe et Streets of Rage. En europe, seule la version 5-en-1 est sortie (incluant en plus Super Monaco GP), et le jeu a été renommé &quot;Sega Classics Arcade Collection Limited Edition&quot;.
Sega Classics Arcade Collection (USA) (5-in-1)	&quot;Sega Classics Arcade Collection 5-in-1&quot; sur Mega CD est une compilation rassemblant cinq portages de jeux Megadrive : le puzzle-game Columns, le jeu de course Super Monaco GP, le jeu d'action The Revenge of Shinobi et les beat'em all Golden Axe et Streets of Rage. Les jeux de ces compilations comportent des graphismes et des musiques améliorées par rapport aux versions originales.
Sega Classics Arcade Collection - Limited Edition (Europe) (Rev A)	&quot;Sega Classics Arcade Collection 5-in-1&quot; sur Mega CD est une compilation rassemblant cinq portages de jeux Megadrive : le puzzle-game Columns, le jeu de course Super Monaco GP, le jeu d'action The Revenge of Shinobi et les beat'em all Golden Axe et Streets of Rage. Les jeux de ces compilations comportent des graphismes et des musiques améliorées par rapport aux versions originales.
Seima Densetsu 3x3 Eyes (Japan, Korea)	3x3 Eyes : Seima Densetsu est un jeu de rôle sur Sega Mega-CD. Littéralement traduit &quot;La légende du démon divin&quot;, ce jeu commence avec la rencontre entre notre héroïne Pai avec Yakumo et suit fidèlement l'histoire de l'anime jusqu'à la confrontation finale. Les combats se déroulent en tour par tour avec un menu permettant de choisir les différentes attaques.
Seirei Shinseiki - Fhey Area (Japan)	Un RPG intéressant utilisant un look final fantasy pour l'environnement, mais l'écran de combat aurait pu être un peu plus intéressant. C'est le même écran encore et encore. Pas de changement de fond, seulement les monstres.
Sengoku Denshou (Japan)	Sengoku Denshou est le premier épisode d'une trilogie de beat'em-all. Jouable à deux, il met en scène deux combattants qui doivent se frayer un chemin à la force des poings et des pieds dans des niveaux qui alternent sans cesse entre des environnements urbains et un monde parallèle inspiré du moyen-âge japonais et de ses légendes folkloriques.
Sensible Soccer (Europe) (En,Fr,De,It)	La mouture European Champions de Sensible Soccer sur Mega-CD inclut les noms des joueurs présents en clubs européens lors de la saison 92/93. Vous pouvez aussi participer aux qualifications pour la Coupe du Monde 94. L'un des arguments majeurs du jeu à l'époque était la prise en compte des cartons.
Sewer Shark (USA)	Sewer Shark est un jeu de tir à la première personne sur Mega-CD. Dans le futur, les humains vivent dans des tunnels souterrains, mais malheureusement, ceux-ci sont infestés de ratigators (mi-rat, mi-alligator). Vous devez nettoyer cette vermine avec votre Shewer Shark, un petit vaisseau de combat.
Shadow of the Beast II (USA)	Shadow of the Beast 2 sur Mega CD est un jeu mêlant plates-formes, action et réflexion. Dans ce second opus, le héros est à la recherche de sa soeur, kidnappée par le mage Zelek. Pour la retrouver, il traverse les mondes de Karamoon et affronte toutes sortes de créatures (monstres, dragons...).
Shadow of the Beast II - Juushin no Jubaku (Japan)	Shadow of the Beast 2 sur Mega CD est un jeu mêlant plates-formes, action et réflexion. Dans ce second opus, le héros est à la recherche de sa soeur, kidnappée par le mage Zelek. Pour la retrouver, il traverse les mondes de Karamoon et affronte toutes sortes de créatures (monstres, dragons...).
Shadowrun (Japan)	Shadowrun sur Mega-CD est inspiré du jeu de rôle sur table du même nom. Bien qu'il en reprenne l'univers futuriste, le jeu vidéo diffère beaucoup de l'original. Vous contrôlez Jake qui se réveille avec une grave amnésie après une fusillade à Seattle en 2050. Vous allez découvrir en même temps que lui comment les Nains, les Orcs et les Humains cohabitent dans les grandes villes et apprendrez à survivre malgré les dangers qui vous attendent à chaque coin de rue.
Sherlock Holmes - Consulting Detective (USA)	Sherlock Holmes : Consulting Detective : Vol. I sur Mega-CD est un jeu d'aventure tiré du célèbre Roman d'Arthur Conan Doyle. Glissez-vous dans la peau du détective le plus célèbre de Scotland Yard et résolvez 3 affaires de meurtre à Londres. Elémentaire ? Pas tant que ça.
Sherlock Holmes - Consulting Detective - Vol. II (USA) (Disc 1)	Sherlock Holmes : Consulting Detective : Vol. II sur Mega-CD est un jeu d'aventure tiré du célèbre Roman d'Arthur Conan Doyle. Insérez-vous dans la peau du détective le plus célèbre de Scotland Yard et résolvez 3 affaires de meurtre à Londres. Elémentaire ? Pas tant que ça.
Shin Megami Tensei (Japan)	Shin Megami Tensei est la suite sur Mega-CD de la série de jeux de rôle sortie sous le nom Megami Tensei sur NES. Dans son rêve, un garçon fait la rencontre d'un esprit, de deux hommes mystérieux et d'une femme qui semble le connaître. Réveillé par sa mère avec qui il vit à Tokyo, il découvre que ce rêve est lié aux événements dramatiques que la Terre va connaître. Il apprend qu'il est alors le seul capable de sauver le monde, en devenant invocateur de démons.
Shining Force CD (USA) (3R)	Shining Force CD sur Mega-CD est un jeu de rôle tactique dans lequel vous dirigez une équipe de combattants devant lutter contre les Forces du Mal. Le jeu se décompose en deux parties : l'aventure, dans laquelle vous explorez la carte, vendez et achetez des objets et de l'équipement, puis les combats au tour par tour sur un terrain découpé en cases où chacune dispose de caractéristiques affectant le joueur ou l'ennemi.
