#key	synopsis
Earthworm Jim - Special Edition (USA) (RE)	Earthworm Jim Special Edition est un jeu de plates-formes narrant les aventures d'un ver de terre dans un univers où humour et second degré sont les maîtres mots. Cette édition spéciale sur Mega CD est une reprise du premier opus avec des niveaux plus vastes, de nouvelles armes et des ennemis inédits.
Ecco - The Tides of Time (USA)	Ecco : The Tides of Time sur Mega-CD est la suite de la première aventure du courageux dauphin. L'océan est menacé par la Reine du Vortex et le cours du temps a été divisé en 2 futurs, l'un normal, et un autre où règnent les ténèbres instaurées par la Reine. Votre tâche consiste évidemment à rétablir le plus agréable des deux. La possibilité de se transformer en méduses ou en petits poissons-fourrage pour passer inaperçu a été ajoutée.
Ecco the Dolphin (USA)	Ecco the Dolphin sur Mega-CD est un jeu d'action qui a l'originalité de mettre le joueur aux commandes d'un dauphin. L'histoire débute lorsque Ecco assiste impuissant à la disparition de tout l'écosystème, emporté par une mystérieuse tempête. 25 niveaux durant, explorez les abîmes et résolvez de nombreuses énigmes afin de ramener le calme au sein de la crique.
Ecco the Dolphin CD (Japan) (Disc 1) (Ecco the Dolphin)	Ecco the Dolphin sur Mega-CD est un jeu d'action qui a l'originalité de mettre le joueur aux commandes d'un dauphin. L'histoire débute lorsque Ecco assiste impuissant à la disparition de tout l'écosystème, emporté par une mystérieuse tempête. 25 niveaux durant, explorez les abîmes et résolvez de nombreuses énigmes afin de ramener le calme au sein de la crique.
Egawa Suguru no Super League CD (Japan)	Egawa Suguru no Super League CD est le quatrième et dernièr jeu sur Sega 16-bit de la franchise Super League baseball, avec l'aval du commentateur de baseball Suguru Egawa, lanceur star pour les Yomiuri Giants de 1979 à 1987. Comme d'habitude, le jeu dispose d'une licence NPB Et comprend toutes les 12 équipes de la Ligue Pacifique et centrale de 1993, avec des équipes All-Star pour chaque ligue. Le gameplay est pratiquement inchangé par rapport aux précédentes versions, en utilisant la vue standard du receveur pour le batteur et le lanceur. Le jeu comprend les habituels modes &quot;Pennant Race&quot; et &quot;Exhibition match&quot;. Les nouveautés de cette version sont les ajouts d'un mode &quot;Home Run Contest&quot; et d'une base de données d'équipes. Outre Hyper Dunk de Konami, Super League CD est l'un des rares jeux commercialisés qui supporte jusqu'à huit joueurs avec l'utilisation de deux adaptateurs SegaTap.
ESPN Baseball Tonight (USA)	ESPN Baseball Tonight sur Mega CD est un jeu de base-ball développé en collaboration avec la chaîne télévisée ESPN. Ce jeu permet de se mettre aux manettes de l'une des équipes nationales américaines de base-ball lors de matchs amicaux, de tournois ou durant une saison de championnat.
ESPN National Hockey Night (USA)	ESPN National Hockey Night sur Mega CD est un jeu de Hockey proposant de contrôler l'intégralité des équipes américaines et canadiennes lors de rencontres amicales, de tournois ou durant une saison entière. La saison peut être composée de 29 ou 82 matchs et s'achève lors de matchs à élimination directe nommés Play offs.
ESPN NBA Hangtime '95 (USA)	NBA Hangtime sur Mega-CD est un jeu de basket-ball réalisé en partenariat avec la chaîne télévisée ESPN. Commenté par les voix de Brent Musberger and Stuart Scott, ce jeu permet de prendre les commandes de votre équipe américaine préférée lors des 82 matchs de saison régulière et, si vous avez le niveau, de disputer les play-off.
ESPN Sunday Night NFL (USA)	ESPN Sunday Night NFL a été l'un des nombreux jeux de football américains sortis dans la période. Il dispose de l'ensemble des 28 équipes officielles de la NFL et de leurs logos respectifs, mais ne dispose pas d'une licence de la NFLPA, donc le jeu ne contient pas de noms de joueurs réels. Il existe quatre modes de jeu différents: &quot;Playoffs&quot;, &quot;Single Game&quot;, &quot;Season&quot; et un autre mode de saison qui permet au joueur de jouer le calendrier de la saison 1994 de la NFL. Il bénéficie également de conditions météorologiques variables sur le terrain modifiant le comportement des joueurs, et dispose d'un mode de sauvegarde. Chris Berman, en plus de triompher fièrement sur la couverture du jeu, le commente également.
Eternal Champions - Challenge from the Dark Side (USA)	Challenge from the Dark Side, également appelé Eternal Champions 2, reprend le principe de l'original Eternal Champions : quelques guerriers ressuscités à la fin du monde pour un tournoi. Ce volet apporte de plus un autre guerrier, le Dark Champion (dont le but est de tuer le vainqueur du tournoi), ainsi que quelques nouveaux compétiteurs.
Eye of the Beholder (USA)	Eye of the Beholder sur Mega-CD est un jeu de rôle consistant en l'exploration de souterrains infestés de créatures maléfiques. Le scénario démarre alors que la ville d'Eauprofonde connaît des problèmes d'égouts infestés de créatures en tout genre. Le prince de la cité fait appel à quatre valeureux héros pour enquêter sur ce mystère. La progression du jeu consiste en l'exploration de souterrains de plus en plus profonds.
F1 Circus CD (Japan)	F1 Circus CD est un jeu de course F1 sorti sur Sega Mega-CD exclusivement au Japon. Il s'agit de la suite de F1 Circus MD, et il est le 9ème jeu de la série (multi-plateformes), sur un total de 12.
Fahrenheit (USA) (Disc 1) (Key Disc) (Sega CD)	Fahrenheit sur Mega-CD est un film interactif vous faisant incarner un pompier qui est muté dans une nouvelle escouade alors qu'il vient de sauver trois vies lors d'un incendie. Il vous faut donc faire vos preuves. Vous regardez les scènes du film interactif et décidez dans quelle direction le héros doit aller pour tenter de sauver le plus de vies possible.
Fatal Fury Special (USA)	Fatal Fury Special sur Mege CD est un jeu de baston en 2D, qui est une version améliorée de Fatal Fury 2. 16 personnages au style unique s'affrontent ici. Battez-vous dans des décors variables et maîtrisez le système de combo qui permet de vider la barre de vie adverse en un clin d'oeil.
FIFA International Soccer (USA) (En,Fr,De,Es)	FIFA International Soccer sur Mega-CD est une simulation de football. Premier titre de la série la plus vendue au monde, FIFA donne la possibilité à 1 ou 2 joueurs de prendre le contrôle d'équipes nationales et internationales lors de matches amicaux, de tournois ou de championnats. Privilégiant les courses et passes courtes, le jeu permet d'adopter une stratégie parmi 5 au choix afin de mieux contrer le jeu de l'adversaire.
FIFA International Soccer - Championship Edition (Europe) (En,Fr,De,Es)	FIFA International Soccer sur Mega-CD est une simulation de football. Premier titre de la série la plus vendue au monde, FIFA donne la possibilité à 1 ou 2 joueurs de prendre le contrôle d'équipes nationales et internationales lors de matches amicaux, de tournois ou de championnats. Privilégiant les courses et passes courtes, le jeu permet d'adopter une stratégie parmi 5 au choix afin de mieux contrer le jeu de l'adversaire.
Final Fight CD (USA)	Dans les années 1990, Metro City est rongée par le crime et la violence. Nouvellement élu maire, l'ancien catcheur professionnel Mike Haggar est décidé à éliminer les gangs qui font régner la terreur sur sa ville. Afin de l'en empêcher, Mad Gear, une puissante organisation criminelle, enlève sa fille Jessica et tente de le corrompre. Haggar n'étant pas si facilement impressionnable, il contacte alors Cody, le petit ami de Jessica, et Guy, tous deux rompus aux arts martiaux et au combat de rue. Les trois hommes décident de se faire justice eux-mêmes, et s'enfoncent dans les bas quartiers de Metro City à la recherche de Jessica. Chacun des protagonistes possède un style de combat différent.
Flashback (Europe) (Demo)	L'histoire débute en 2042 lorsque Conrad B. Hart prend connaissance d'un complot lié à l'existence d'extraterrestres hostiles disséminés parmi la population. Ces derniers le kidnappent mais Hart parvient à s'enfuir. Il est vite rattrapé et atterrit en catastrophe au coeur de la jungle de Titan, un satellite de Saturne. Le joueur doit braver les dangers de la jungle environnante et déjouer le complot en place. Bien qu'une grande partie du gameplay soit consacrée à courir, sauter et tirer sur des ennemis, le jeu comporte également un élément d'exploration considérable, ainsi qu'une partie de résolution d'énigmes. Le joueur fait naviguer Conrad à travers des structures de plates-formes, en effectuant différents mouvements. Il est possible de sauter, courir, grimper, s'accrocher aux rebords et de ramasser des objets ... Pour se défendre, Conrad peut tirer sur les ennemis avec son pistolet et utiliser divers objets pour les blesser ou les distraire.
Flashback - The Quest for Identity (USA)	L'histoire débute en 2042 lorsque Conrad B. Hart prend connaissance d'un complot lié à l'existence d'extraterrestres hostiles disséminés parmi la population. Ces derniers le kidnappent mais Hart parvient à s'enfuir. Il est vite rattrapé et atterrit en catastrophe au coeur de la jungle de Titan, un satellite de Saturne. Le joueur doit braver les dangers de la jungle environnante et déjouer le complot en place. Bien qu'une grande partie du gameplay soit consacrée à courir, sauter et tirer sur des ennemis, le jeu comporte également un élément d'exploration considérable, ainsi qu'une partie de résolution d'énigmes. Le joueur fait naviguer Conrad à travers des structures de plates-formes, en effectuant différents mouvements. Il est possible de sauter, courir, grimper, s'accrocher aux rebords et de ramasser des objets ... Pour se défendre, Conrad peut tirer sur les ennemis avec son pistolet et utiliser divers objets pour les blesser ou les distraire.
Flink (USA) (En,Fr,De,Es,Nl)	Flink sur Mega CD est un jeu de plates-formes se déroulant dans le monde fantastique d'Imagica. L'histoire débute lorsque les quatre anciens sont capturés par le diabolique Wainwright. Le joueur incarne Flink, un apprenti sorcier qui doit sauver les anciens et vaincre Wainwright. Pour ce faire, il peut faire usage de magie dès lors qu'il a accumulé une quantité suffisante de fioles rouges.
Formula One World Championship - Beyond the Limit (USA)	Formula One World Championship : Beyond the Limit est un jeu de courses de F1 sur Mega CD. Le joueur débute par une course sur un circuit de test et se voit attribué un contrat avec une écurie plus ou moins prestigieuse selon ses performances. Participez au championnat de 1993 à bord de l'une des voitures officielles et faites évoluer la carrière de votre pilote en fonction des résultats. Ce jeu est connu au Japon sous le nom de Heavenly Symphony.
Game no Kandume Vol. 1 (Japan)	Quand un éditeur est un peu en panne d'inspiration, il ressort des cartons des vieux jeux et là deux possibilités s'offrent à lui : soit il les met à jour graphiquement, soit il joue la carte de la nostalgie pour en faire une compilation. Visiblement c'est cette dernière option qui a été retenue pour ce titre. On retrouve les jeux :nn- Flicky : il faut réunir tous ses canetons pour finir le niveau à la manière d'un Wiz 'n Liznn- Hyper Marbles : (jeu aussi simple que prenant ) dans une arène, vous devrez être l'ultime survivant en poussant vos adversaires sur des surfaces électrisées ; vraiment sympa ! - Paddle Fighter : fameux jeu de hockey sur table, un régal qui testera vos réflexesnn- Pyramid Magic : un petit jeu d'archéologie à la manière d'un Rick Dangerous mais en beaucoup moins bien réussinn- Phantasy star 2 (Shilka's Adventure, Amia's Adventure, Huey's Adventure et Eusis's Adventure) : un jeu textuel réservé aux amateurs du genre
Game no Kandume Vol. 2 (Japan)	Game no Kanzume Vol. 2 , également connu sous le nom Sega Games Can Vol. 2, est une compilation de plusieurs jeux: 16 Ton Hero in the Sky Medal City Penguin Land Phantasy Star 2: Anne's Adventure Phantasy Star 2: Kind's Adventure Phantasy Star 2: Nei's Adventure Phantasy Star 2: Rudger's Adventure Putter Golf Robot Battler Shin no Mekyu (Fatal Labyrinth) Teddy Boy Blues
Garou Densetsu Special (Japan)	Fatal Fury Special sur Mege CD est un jeu de baston en 2D, qui est une version améliorée de Fatal Fury 2. 16 personnages au style unique s'affrontent ici. Battez-vous dans des décors variables et maîtrisez le système de combo qui permet de vider la barre de vie adverse en un clin d'oeil.
Gen'ei Toshi - Illusion City (Japan)	Genei Toshi: Illusion City est un port Mega CD du jeu MSX Turbo R du même nom. Le jeu se déroule à Hong Kong au cours de l'année 202X. Une invasion de démons a infecté tous les asiatiques, Hong Kong étant particulièrement touché. Finalement, les gens commencent à rentrer dans la ville pour constater qu'une société mystérieuse appelée SIVA a pris le contrôle de la ville. SIVA a déclaré que Hong Kong était un État indépendant, la Chine et le Royaume-Uni acceptant tous deux de devenir son nouvel État.
Ground Zero Texas (USA) (Disc 1)	Ground Zero Texas est un jeu de tir à la première personne sur Mega-CD. Des Aliens infiltrent les États-Unis à partir d'une petite ville endormie sur la frontière du Mexique afin d'ouvrir la voie à une plus grande invasion. Le gouvernement vous désigne - un technicien en armes à feu - pour suivre l'activité des Aliens dans la ville, et réagir pour protéger la vie des citoyens et de vos agents.
Gyuwambler Jiko Chuushinha 2 - Gekitou! Tokyo Mahjongland-hen (Japan)	Gambler Jiko Chuushinha 2 est un jeu de mahjong sortis au Japon sur la console Mega CD.Nouveaux personnages pour ce second épisode qui après être choisis s'opposeront sur une banale partie de mahjong.
Heart of the Alien - Out of This World Parts I and II (USA) (RE)	Heart of the Alien sur Mega CD est une aventure qui reprend le jeu Another World et lui ajoute une suite. Le scénario débute lorsque la foudre s'abat sur le laboratoire de Lester Chaykin, un jeune scientifique qui procède à des expériences. L'explosion le projetera dans un monde parallèle particulièrement hostile. Rapidement emprisonné par une espèce humanoïde, Lester fait la rencontre d'un compagnon de fortune.
Heavenly Symphony - Formula One World Championship 1993 (Japan)	Formula One World Championship : Beyond the Limit est un jeu de courses de F1 sur Mega CD. Le joueur débute par une course sur un circuit de test et se voit attribué un contrat avec une écurie plus ou moins prestigieuse selon ses performances. Participez au championnat de 1993 à bord de l'une des voitures officielles et faites évoluer la carrière de votre pilote en fonction des résultats. Ce jeu est connu au Japon sous le nom de Heavenly Symphony.
Heavy Nova (Japan)	Heavy Nova est un beat them all: Il y a deux modes de jeu, le mode un joueur (où l'on progresse tout en rencontrant des ennemis) et le mode deux joueurs (combat classique). On peut éviter les coups adverses en se baissant ou en sautant (alors que l'on recule pour parer et que l'on est vulnérable lors d'un saut dans beaucoup d'autres jeux de ce genre). De plus, si la barre d'endurance est trop basse, il est impossible de taper ou de se relever. Ce système a d'ailleurs été décrié par le Joueur du Grenier
Heimdall (USA)	Heimdall sur Mega CD est un jeu de rôle basé sur la mythologie nordique. Selon la légende, Heimdall est un demi-dieu gardant le royaume d'Asgard de toute forme d'intrusion. Alors que le Ragnarok approche, les armes de défense ont été dérobées par Loki, le Dieu de la malice. Retrouvez les armes éparpillées sur trois continents et défendez le royaume coûte que coûte.
Hook (USA)	Hook sur Mega CD est un jeu de plates-formes inspiré du film Hook : La Revanche du Capitaine Crochet. Le joueur incarne Peter Banning (Peter Pan adulte) et doit sauver ses enfants, kidnappés par le Capitaine Crochet. 11 niveaux durant, traversez villages, plaines et forêts et usez de vos pouvoirs spéciaux afin de rendre aux enfants leur liberté.
IIIrd World War, The (Japan)	Third World War sur Mega CD est un jeu de stratégie au tour par tour traitant une hypothétique troisième guerre mondiale au terme de la guerre froide. Le joueur se met aux commandes de l'une des grandes puissances mondiales et doit gérer l'économie, les armées, la démographie et faire des alliances stratégiques. Soyez le plus grand stratège et sortez victorieux du conflit qui se profile.
Iron Helix (USA)	Un navire de marine malhonnête, Jeremiah Obrian, menace de commencer une guerre. Un virus a effacé son équipage, mais la menace de son arme du diable &quot;Iron Helix&quot; est toujours là. Vous devez piloter à distance un robot scientifique non armé pour explorer le navire et déterminer comment détruire l'arme. Le jeu utilise des séquences interactives d'un quart d'écran pour afficher les intérieurs du navire. Le défi principal est qu'un dispositif de sécurité automatisé vous poursuit et doit être évité et finalement détruit. Un délai entre vos commandes et la réception de celles-ci par le robot vous oblige à accorder une attention particulière au drone de sécurité et à planifier vos actions avec plusieurs tours d'avance.
Ishii Hisaichi no Daiseikai (Japan)	Ishii Hisaichi no Daiseikai (le grand monde politique de Hisaichi Ishii) est un jeu de stratégie politique farouche basé sur les travaux du dessinateur cartoon Hisaichi Ishii. Le joueur prend le rôle d'un politicien en herbe qui doit rouler sa boose jusqu'à devenir le Premier ministre du Japon. Le jeu au travers de menus invite le joueur à choisir des actions pour chaque jour de progression, comme visiter un endroit spécifique ou rencontrer une personne particulière. Le but ultime est d'acquérir de l'expérience en résolvant les problèmes des citoyens, pour enfin gagner assez de popularité en faisant campagne - ou en utilisant des éléments pour faire basculer l'opinion publique en faveur du joueur - pour gagner le vote populaire.
Jaguar XJ220 (USA)	Jaguar XJ220 est un jeu de courses sur Mega-CD. Le soft est donc dédié exclusivement à cette célèbre voiture de luxe la XJ220. Toutes les courses sont précédées d'une phase de qualification. En fonction du classement, la récompense financière est plus ou moins élevée et vous permet, entre chaque course, de réparer les dégâts que la voiture a pu subir ou d'améliorer ses caractéristiques, techniques et son aérodynamique, à travers un menu d'upgrades très complet.
Jangou World Cup (Japan)	Jangou World Cup est une version numérique du mahjong, un jeu de table populaire, et fait partie de la longue série Jangou. Le mode principal est le mode dit Coupe du Monde, où un large éventail d'adversaires du monde entier, chacun avec leur propre style de jeu distinct, doit être battu. Le jeu inclut également un mode de jeu libre où le joueur peut faire un match avec n'importe lequel des adversaires informatiques disponibles. Une caractéristique particulière du jeu est qu'il sauvegarde les informations de jeu pour chaque joueur enregistré, et donne même la possibilité de jouer contre les &quot;versions informatisées&quot; d'autres joueurs en fonction de leurs enregistrements de jeu.
Jeopardy! (USA)	Basé sur l'émission télévisée de quiz du même nom. Ce jeu CD comporte des FMV du présentateur Alex Trebek et des concurrents, et des pistes audio numériques incluant le générique de l'émission et la voix du présentateur. Vous pouvez jouer en mode multijoueur ou contre l'ordinateur et pouvez sélectionner le nombre de participants, le sexe et l'apparence de votre propre concurrent. Il existe une plus grande base de données de questions que n'importe laquelle des versions cartouches du jeu, en raison de la capacité accrue du support CD par rapport aux supports cartouches de l'époque.
Joe Montana's NFL Football (USA)	Cette version améliorée de la série Joe Montana propose des modèles 3D et même des vidéos en full-motion de Joe Montana lui-même. Il porte une licence complète de la NFL avec les 28 équipes de l'époque avec leurs pseudonymes et logos respectifs, ainsi que 10 des plus grandes équipes du Super Bowl, incluant les 85 Bears, les 72 Dolphins, pour n'en citer que quelques-uns, que le joueur pourra tenter de défier pour le plus gros match de l'année. La vue est placée derrière le quaterback, avec des angles 3D, incluant quatre options de replay différentes dont une &quot;Cam Casque&quot;. Il comprend des voix numérisées et des vidéos dont celles de Joe Montana, personnage que le joueur peut consulter trois fois pendant une partie. Les modes de jeu habituels s'appliquent (Exhibition, ...) et un mode saison complète avec les séries éliminatoires et bien évidemment le Super Bowl.
Jurassic Park (USA) (RE)	Cette version Mega-CD de Jurassic Park diffère des autres. Il s'agit principalement d'un jeu d'aventure en point'n click se déroulant après les événements du premier film. Votre mission consiste à mettre la main sur douze oeufs de dinosaures. Un par espèce présente sur l'île. Quelques phases d'action interviennent au fil de la progression et mettront vos réflexes à rude épreuve.
Kamen Rider ZO (Japan)	The Masked Rider: Le Kamen Rider ZO, connu au Japon simplement sous le nom de Kamen Rider ZO (amen), est un jeu d'action pour le Mega-CD Sega. Il est basé sur le film de 1993 Kamen Rider ZO
Keio Flying Squadron (USA)	Keio Flying Squadron sur Mega CD est un shoot'em up. Le joueur incarne Rami Nana-Hikari, une jeune fille dont la famille est détentrice d'un trésor depuis des siècles. Avec l'aide de son Dragon, Rami doit récupérer ce trésor, dérobé par le Dr Pon. Le jeu regorge de bonus de tirs alternatifs dont des modules de soutien incarnés par des mini dragons, qu'il est possible de sacrifier en derniers recours grâce à la puissante attaque Kamikaze.
Keiou Yuugekitai (Japan)	Keio Flying Squadron sur Mega CD est un shoot'em up. Le joueur incarne Rami Nana-Hikari, une jeune fille dont la famille est détentrice d'un trésor depuis des siècles. Avec l'aide de son Dragon, Rami doit récupérer ce trésor, dérobé par le Dr Pon. Le jeu regorge de bonus de tirs alternatifs dont des modules de soutien incarnés par des mini dragons, qu'il est possible de sacrifier en derniers recours grâce à la puissante attaque Kamikaze.
Kids on Site (USA)	Rappelez-vous votre enfance, lorsque vous étiez fascinés par ces grandes machines sur les chantiers de construction. Avec ce jeu, vous avez la possibilité de les essayer! Vous pouvez utiliser soit l'excavatrice, le bulldozer, le rouleau compresseur ou encore la balle de démolition. Le contrôle des engins ne pouvait pas être plus facile, il n'y a que trois boutons : gauche, droite et action. Avec chaque machine, vous obtenez une tâche simple, par ex. Transporter trois pelles de terre sur un camion. Mais la chose amusante est que vous n'êtes pas restreint à cela et vous pouvez simplement vous balader... Pourquoi détruire une vieille maison lorsque la fosse septique est tellement plus tentante ? L'ensemble du jeu est présenté en FMV (full motion video) avec des réactions très humoristiques. Pour améliorer la motivation à long terme, il y a même plusieurs vidéos pour chaque action, par exemple, la première fois que vous brisez un bloc routier avec la pelle vous conduisez sur une autoroute, la deuxième fois dans un canyon, la troisième fois sur une montagne russe et ainsi de suite ...
Lawnmower Man, The (USA)	The Lawnmower Man est un jeu de plates-formes/action sur Mega-CD adapté du film du même nom (Le Cobaye en français). Un scientifique du nom de Dr. Lawrence conduit des expériences pour améliorer artificiellement l'intelligence de ses sujets. Cependant Jobe Smith, l'un de ses cobayes deviendra violent et obtiendra des pouvoirs de télékinésie. Son but : se venger. Les phases de plates-formes du jeu peuvent amener d'autres phases de jeu en vue à la première personne dans un monde en 3D.
Lethal Enforcers (USA)	Lethal Enforcers sur Mega CD est un jeu de tir à la première personne. L'action se déroule à Los Angeles et le joueur incarne un fonctionnaire appartenant au L.A.P.D. Il doit déjouer les plans de malfrats lors de courses-poursuites, d'attaques de banque, prises d'otages et autres scènes d'action tout en évitant de tirer sur ses collègues à képi et autres civils. Armé d'un six coups, le joueur peut parfois récupérer les armes plus efficaces des bandits.
Lethal Enforcers II - Gun Fighters (USA)	Lethal Enforcers 2 : Gun Fighers sur Mega CD est un jeu de tir se déroulant à l'époque du Far West. La campagne principale est composée de cinq niveaux retraçant des classiques du genre tels que l'attaque de banque, de train ou la fusillade au Saloon. L'objectif est toujours le même : faire taire de manière définitive les bandits à l'aide de votre six coups tout en évitant les civils. Lethal Enforcers 2 est jouable en solo ou à deux.
Lethal Enforcers II - The Western (Japan)	Lethal Enforcers 2 : Gun Fighers sur Mega CD est un jeu de tir se déroulant à l'époque du Far West. La campagne principale est composée de cinq niveaux retraçant des classiques du genre tels que l'attaque de banque, de train ou la fusillade au Saloon. L'objectif est toujours le même : faire taire de manière définitive les bandits à l'aide de votre six coups tout en évitant les civils. Lethal Enforcers 2 est jouable en solo ou à deux.
Links - The Challenge of Golf (USA)	Links: The Challenge of Golf est un jeu de golf pour le Sega Mega-CD sorti dans le cadre de la série Links. Il n'est sorti qu'en Amérique du Nord. Par rapport à la version PC, cette version comprend une vidéo animée et un commentateur, ainsi que des graphismes différents pour mieux s'adapter au Mega-CD. A l'instar des versions PC, cependant, le jeu manque de musique pendant la partie et les coups sont séparés par de longs temps de chargement.
Loadstar - The Legend of Tully Bodine (USA, Brazil)	Loadstar est un jeu de type rail-shooter, vous devez tirer sur des ennemis tout en naviguant avec votre vaisseau, tout comme le jeu Sewer Shark. Vous êtes réellement sur les rails dans ce jeu, vous voyagez dans un camion / train appelé Loadstar le long d'un réseau ferroviaire magnétique couvrant la lune. Si vous déplacez le curseur vers le bord de l'écran, vous risquez des sorties de pistes, des virages incorrects qui pourront soit vous tuer instantanément ou soit vous éloigner de la fin du niveau. Les indicateurs de direction et les points de repère lointains vous aident à rester dans la bonne direction, tandis que les accidents, les fermetures de pistes et les robots policier mettent tout en oeuvre pour vous empêcher de le faire. Vos armes &quot;taguent&quot; les ennemis et les force à exploser, ou peuvent taguer les tirs ennemis et les détourner.
Lords of Thunder (USA)	Lords of Thunder sur Mega CD est un shoot'em up. Le joueur incarne le dernier des chevaliers Drak, un guerrier volant aux grands pouvoirs qui doit traverser six continents pour éradiquer la menace de l'empire Garuda. Pour faciliter sa quête, le héros dispose de différents bonus (boucliers, bombes et armes) en amont de chaque niveau. L'acquisition se fait en magasin avec les gemmes gagnés en tuant les ennemis du niveau précédent.
Lunar - Eternal Blue (USA) (RE)	Lunar : Eternal Blue sur Mega CD est un jeu de rôle se déroulant 1000 années après le premier opus. Le joueur prend les commandes d'une équipe composée de trois combattants, le protagoniste principal Hiro, un chat volant nommé Ruby, et sa nouvelle amie Lucia. Tous trois partent à l'assaut du machiavélique &quot;destructeur&quot;. Chaque combattant possède ses propres spécificités. Les victoires augmentent l'expérience et permettent une évolution pour apprendre des attaques inédites.
Lunar - The Silver Star (USA)	Lunar : The Silver Star sur Mega CD est un jeu de rôle dans lequel on incarne Alex, un garçon qui rêve de devenir DragonMaster à l'instar de son idole, le légendaire Dyne. Avec ses amis Nall et Luna, le jeune homme se lance en quête des quatre dragons. Les combats se déroulent en tour par tour et chaque victoire permet au héros d'acquérir des points d'expérience, et par la même occasion de gagner de nouvelles attaques spéciales.
Mad Dog II - The Lost Gold (USA)	Mad Dog II : The Lost Gold sur Mega-CD est un jeu de tir à la première personne se déroulant au Far West. Entrez en plein coeur d'un film interactif et testez vos réflexes en tirant plus vite que votre ombre face aux gangsters, indiens, et autres ennemis. Enfin, retrouvez votre plus grand ennemi, Mad Dog pour un face-à-face qui promet d'être enflammé.
Mad Dog McCree (USA)	Mad Dog McCree sur Mega-CD est un jeu de tir se déroulant au Far-West. L'action consiste en un Western interactif dans lequel le joueur doit faire preuve de rapidité et ouvrir le feu plus vite que ses ennemis. Tout au long du jeu, soyez rapide, précis, et mettez fin au règne de terreur de l'infâme Mad Dog McCree.
Mahou no Shoujo - Silky Lip (Japan)	Magical Girl : Silky Lip est un jeu de réflexion sur Mega-CD. Plein de jolies filles vous accompagnent dans vos recherches pour résoudre des énigmes. Ces dernières sont variées et de plus en plus difficiles.
Make My Video - INXS (USA)	La série des Make My Video fut l'une des rares séries de jeu à destination du Mega-CD à réellement tirer profit de ce nouveau support. Il ne s'agit d'ailleurs pas à proprement parler d'un jeu tel qu'on l'imagine, mais plutôt d'un programme original réellement inclassable. Les Make My Video font certes appel très légèrement à vos réflexes ou plutôt, à votre présence d'esprit, mais l'élément qui sera le plus mis à contribution est votre sens artistique. Ben oui, avec Make my video, vous voilà promu réalisateur de vidéo-clip !
Make My Video - Kris Kross (USA)	Yo! Maintenant, vous avez le pouvoir de créer vos propres vidéos musicales pour le groupe hip-hop Kri Kross. Dans cette nouvelle expérience révolutionnaire de musique vidéo pour Sega CD, VJ arrive devant vous et vous dit exactement les types de vidéos qu'il recherche. Ensuite, c'est à vous de décider si vous les livrées. Vous avez le plein contrôle tout en sélectionnant, éditant, coupant vos séquences. Vous travaillez avec des centaines d'extraits de vidéos réelles, de films et de séquences vidéo inédites - tout cela synchronisé avec des effets spéciaux vertigineux et la musique la plus fraîche et la plus chaude de tous les temps. Obtenez la reconnaissance directement de Veejay lui-même. Si votre vidéo est assez bonne, vous passez au niveau suivant. Sinon ... bien, disons simplement que notre VJ s'en fiche un peu de vos hacks. Si vous avez besoin d'affiner votre travail, le mode d'édition vous permet d'éditer vos vidéos musicales à la perfection - tout comme les pros dans les studios. Et si vous voulez enregistrer votre travail, utilisez simplement votre magnétoscope !
Make My Video - Marky Mark and the Funky Bunch (USA)	Make My Video: Marky Mark and the Funky Bunch est un jeu vidéo en full motion video de montage multimédia sorti en 1992 sur Mega-CD. Le jeu a été développé par Digital Pictures puis édité par Sega of America.
Mansion of Hidden Souls (USA)	Yumemi Mystery Mansion sur Mega CD est un jeu d'aventure en vue à la première personne. Le joueur doit traverser une demeure emplie de mystères, à la recherche de sa soeur disparue. Ce titre est également connu sous les noms de Mansion of Hidden Souls et de Yumemi Yataki no Monogatari.
Marko's Magic Football (Europe) (En,Fr,De,Es)	Marko's Magic Football est un jeu de plates-formes sur Mega-CD. Vous contrôlez Marko, qui doit à tout prix arrêter le Colonel Brown qui transforme les gens en mutants. Armé de votre ballon magique, il faudra traverser tous les niveaux du jeu en faisant plusieurs tricks de football pour vous débarrasser de vos ennemis.
